path_sample1,path_sample2,label,distance
/home/aistudio/datasets/3D/train/26.tif,/home/aistudio/datasets/3D/test/49.tif,1.0,1545.14892578125
/home/aistudio/datasets/3D/train/26.tif,/home/aistudio/datasets/3D/test/48.tif,1.0,1646.609375
/home/aistudio/datasets/3D/train/26.tif,/home/aistudio/datasets/3D/test/45.tif,1.0,1387.74658203125
/home/aistudio/datasets/3D/train/26.tif,/home/aistudio/datasets/3D/test/42.tif,1.0,501.20947265625
/home/aistudio/datasets/3D/train/26.tif,/home/aistudio/datasets/3D/test/46.tif,1.0,1994.511474609375
/home/aistudio/datasets/3D/train/26.tif,/home/aistudio/datasets/3D/test/43.tif,1.0,3130.644287109375
/home/aistudio/datasets/3D/train/26.tif,/home/aistudio/datasets/3D/test/44.tif,1.0,1509.294677734375
/home/aistudio/datasets/3D/train/26.tif,/home/aistudio/datasets/3D/test/41.tif,1.0,1467.8480224609375
/home/aistudio/datasets/3D/train/26.tif,/home/aistudio/datasets/3D/test/50.tif,1.0,1868.2423095703125
/home/aistudio/datasets/3D/train/26.tif,/home/aistudio/datasets/3D/test/47.tif,1.0,933.6435546875
/home/aistudio/datasets/3D/train/17.tif,/home/aistudio/datasets/3D/test/49.tif,1.0,653.0772705078125
/home/aistudio/datasets/3D/train/17.tif,/home/aistudio/datasets/3D/test/48.tif,1.0,1339.942626953125
/home/aistudio/datasets/3D/train/17.tif,/home/aistudio/datasets/3D/test/45.tif,1.0,1269.170166015625
/home/aistudio/datasets/3D/train/17.tif,/home/aistudio/datasets/3D/test/42.tif,1.0,2197.54248046875
/home/aistudio/datasets/3D/train/17.tif,/home/aistudio/datasets/3D/test/46.tif,1.0,2446.199462890625
/home/aistudio/datasets/3D/train/17.tif,/home/aistudio/datasets/3D/test/43.tif,1.0,3670.736083984375
/home/aistudio/datasets/3D/train/17.tif,/home/aistudio/datasets/3D/test/44.tif,1.0,2249.69189453125
/home/aistudio/datasets/3D/train/17.tif,/home/aistudio/datasets/3D/test/41.tif,1.0,662.4135131835938
/home/aistudio/datasets/3D/train/17.tif,/home/aistudio/datasets/3D/test/50.tif,1.0,2766.506103515625
/home/aistudio/datasets/3D/train/17.tif,/home/aistudio/datasets/3D/test/47.tif,1.0,1089.7352294921875
/home/aistudio/datasets/3D/train/4.tif,/home/aistudio/datasets/3D/test/49.tif,1.0,1756.108642578125
/home/aistudio/datasets/3D/train/4.tif,/home/aistudio/datasets/3D/test/48.tif,1.0,1628.0401611328125
/home/aistudio/datasets/3D/train/4.tif,/home/aistudio/datasets/3D/test/45.tif,1.0,1429.17431640625
/home/aistudio/datasets/3D/train/4.tif,/home/aistudio/datasets/3D/test/42.tif,1.0,661.8885498046875
/home/aistudio/datasets/3D/train/4.tif,/home/aistudio/datasets/3D/test/46.tif,1.0,2301.265869140625
/home/aistudio/datasets/3D/train/4.tif,/home/aistudio/datasets/3D/test/43.tif,1.0,3388.87158203125
/home/aistudio/datasets/3D/train/4.tif,/home/aistudio/datasets/3D/test/44.tif,1.0,1778.57080078125
/home/aistudio/datasets/3D/train/4.tif,/home/aistudio/datasets/3D/test/41.tif,1.0,1755.5548095703125
/home/aistudio/datasets/3D/train/4.tif,/home/aistudio/datasets/3D/test/50.tif,1.0,2137.36083984375
/home/aistudio/datasets/3D/train/4.tif,/home/aistudio/datasets/3D/test/47.tif,1.0,1329.62744140625
/home/aistudio/datasets/3D/train/39.tif,/home/aistudio/datasets/3D/test/49.tif,1.0,3147.698974609375
/home/aistudio/datasets/3D/train/39.tif,/home/aistudio/datasets/3D/test/48.tif,1.0,3742.794921875
/home/aistudio/datasets/3D/train/39.tif,/home/aistudio/datasets/3D/test/45.tif,1.0,3534.3603515625
/home/aistudio/datasets/3D/train/39.tif,/home/aistudio/datasets/3D/test/42.tif,1.0,3036.921875
/home/aistudio/datasets/3D/train/39.tif,/home/aistudio/datasets/3D/test/46.tif,1.0,691.4703979492188
/home/aistudio/datasets/3D/train/39.tif,/home/aistudio/datasets/3D/test/43.tif,1.0,958.0327758789062
/home/aistudio/datasets/3D/train/39.tif,/home/aistudio/datasets/3D/test/44.tif,1.0,1198.323486328125
/home/aistudio/datasets/3D/train/39.tif,/home/aistudio/datasets/3D/test/41.tif,1.0,2198.056396484375
/home/aistudio/datasets/3D/train/39.tif,/home/aistudio/datasets/3D/test/50.tif,1.0,1156.02880859375
/home/aistudio/datasets/3D/train/39.tif,/home/aistudio/datasets/3D/test/47.tif,1.0,2279.85546875
/home/aistudio/datasets/3D/train/11.tif,/home/aistudio/datasets/3D/test/49.tif,1.0,2116.85595703125
/home/aistudio/datasets/3D/train/11.tif,/home/aistudio/datasets/3D/test/48.tif,1.0,2727.765869140625
/home/aistudio/datasets/3D/train/11.tif,/home/aistudio/datasets/3D/test/45.tif,1.0,2539.660888671875
/home/aistudio/datasets/3D/train/11.tif,/home/aistudio/datasets/3D/test/42.tif,1.0,2344.857666015625
/home/aistudio/datasets/3D/train/11.tif,/home/aistudio/datasets/3D/test/46.tif,1.0,792.9007568359375
/home/aistudio/datasets/3D/train/11.tif,/home/aistudio/datasets/3D/test/43.tif,1.0,1931.91357421875
/home/aistudio/datasets/3D/train/11.tif,/home/aistudio/datasets/3D/test/44.tif,1.0,900.2062377929688
/home/aistudio/datasets/3D/train/11.tif,/home/aistudio/datasets/3D/test/41.tif,1.0,1152.0086669921875
/home/aistudio/datasets/3D/train/11.tif,/home/aistudio/datasets/3D/test/50.tif,1.0,1311.551025390625
/home/aistudio/datasets/3D/train/11.tif,/home/aistudio/datasets/3D/test/47.tif,1.0,1333.8905029296875
/home/aistudio/datasets/3D/train/30.tif,/home/aistudio/datasets/3D/test/49.tif,1.0,1365.4931640625
/home/aistudio/datasets/3D/train/30.tif,/home/aistudio/datasets/3D/test/48.tif,1.0,539.722900390625
/home/aistudio/datasets/3D/train/30.tif,/home/aistudio/datasets/3D/test/45.tif,1.0,830.9924926757812
/home/aistudio/datasets/3D/train/30.tif,/home/aistudio/datasets/3D/test/42.tif,1.0,2153.038818359375
/home/aistudio/datasets/3D/train/30.tif,/home/aistudio/datasets/3D/test/46.tif,1.0,3706.644287109375
/home/aistudio/datasets/3D/train/30.tif,/home/aistudio/datasets/3D/test/43.tif,1.0,4940.5078125
/home/aistudio/datasets/3D/train/30.tif,/home/aistudio/datasets/3D/test/44.tif,1.0,3297.125
/home/aistudio/datasets/3D/train/30.tif,/home/aistudio/datasets/3D/test/41.tif,1.0,2158.556640625
/home/aistudio/datasets/3D/train/30.tif,/home/aistudio/datasets/3D/test/50.tif,1.0,3786.269287109375
/home/aistudio/datasets/3D/train/30.tif,/home/aistudio/datasets/3D/test/47.tif,1.0,2106.5576171875
/home/aistudio/datasets/3D/train/37.tif,/home/aistudio/datasets/3D/test/49.tif,1.0,2880.414794921875
/home/aistudio/datasets/3D/train/37.tif,/home/aistudio/datasets/3D/test/48.tif,1.0,3399.5791015625
/home/aistudio/datasets/3D/train/37.tif,/home/aistudio/datasets/3D/test/45.tif,1.0,3183.30419921875
/home/aistudio/datasets/3D/train/37.tif,/home/aistudio/datasets/3D/test/42.tif,1.0,2560.097412109375
/home/aistudio/datasets/3D/train/37.tif,/home/aistudio/datasets/3D/test/46.tif,1.0,295.87628173828125
/home/aistudio/datasets/3D/train/37.tif,/home/aistudio/datasets/3D/test/43.tif,1.0,1089.58447265625
/home/aistudio/datasets/3D/train/37.tif,/home/aistudio/datasets/3D/test/44.tif,1.0,692.705322265625
/home/aistudio/datasets/3D/train/37.tif,/home/aistudio/datasets/3D/test/41.tif,1.0,1978.21630859375
/home/aistudio/datasets/3D/train/37.tif,/home/aistudio/datasets/3D/test/50.tif,1.0,678.3975219726562
/home/aistudio/datasets/3D/train/37.tif,/home/aistudio/datasets/3D/test/47.tif,1.0,1954.6451416015625
/home/aistudio/datasets/3D/train/10.tif,/home/aistudio/datasets/3D/test/49.tif,1.0,919.1790771484375
/home/aistudio/datasets/3D/train/10.tif,/home/aistudio/datasets/3D/test/48.tif,1.0,1225.5650634765625
/home/aistudio/datasets/3D/train/10.tif,/home/aistudio/datasets/3D/test/45.tif,1.0,925.828369140625
/home/aistudio/datasets/3D/train/10.tif,/home/aistudio/datasets/3D/test/42.tif,1.0,949.6693115234375
/home/aistudio/datasets/3D/train/10.tif,/home/aistudio/datasets/3D/test/46.tif,1.0,2143.160400390625
/home/aistudio/datasets/3D/train/10.tif,/home/aistudio/datasets/3D/test/43.tif,1.0,3361.2978515625
/home/aistudio/datasets/3D/train/10.tif,/home/aistudio/datasets/3D/test/44.tif,1.0,1752.97509765625
/home/aistudio/datasets/3D/train/10.tif,/home/aistudio/datasets/3D/test/41.tif,1.0,1046.390869140625
/home/aistudio/datasets/3D/train/10.tif,/home/aistudio/datasets/3D/test/50.tif,1.0,2185.2109375
/home/aistudio/datasets/3D/train/10.tif,/home/aistudio/datasets/3D/test/47.tif,1.0,545.104736328125
/home/aistudio/datasets/3D/train/35.tif,/home/aistudio/datasets/3D/test/49.tif,1.0,1634.290283203125
/home/aistudio/datasets/3D/train/35.tif,/home/aistudio/datasets/3D/test/48.tif,1.0,2211.363037109375
/home/aistudio/datasets/3D/train/35.tif,/home/aistudio/datasets/3D/test/45.tif,1.0,2042.8780517578125
/home/aistudio/datasets/3D/train/35.tif,/home/aistudio/datasets/3D/test/42.tif,1.0,2042.5087890625
/home/aistudio/datasets/3D/train/35.tif,/home/aistudio/datasets/3D/test/46.tif,1.0,1202.63623046875
/home/aistudio/datasets/3D/train/35.tif,/home/aistudio/datasets/3D/test/43.tif,1.0,2414.29443359375
/home/aistudio/datasets/3D/train/35.tif,/home/aistudio/datasets/3D/test/44.tif,1.0,1067.1458740234375
/home/aistudio/datasets/3D/train/35.tif,/home/aistudio/datasets/3D/test/41.tif,1.0,679.3939208984375
/home/aistudio/datasets/3D/train/35.tif,/home/aistudio/datasets/3D/test/50.tif,1.0,1590.887451171875
/home/aistudio/datasets/3D/train/35.tif,/home/aistudio/datasets/3D/test/47.tif,1.0,937.3687133789062
/home/aistudio/datasets/3D/train/36.tif,/home/aistudio/datasets/3D/test/49.tif,1.0,747.5587768554688
/home/aistudio/datasets/3D/train/36.tif,/home/aistudio/datasets/3D/test/48.tif,1.0,552.56591796875
/home/aistudio/datasets/3D/train/36.tif,/home/aistudio/datasets/3D/test/45.tif,1.0,244.95301818847656
/home/aistudio/datasets/3D/train/36.tif,/home/aistudio/datasets/3D/test/42.tif,1.0,1291.92041015625
/home/aistudio/datasets/3D/train/36.tif,/home/aistudio/datasets/3D/test/46.tif,1.0,2817.6708984375
/home/aistudio/datasets/3D/train/36.tif,/home/aistudio/datasets/3D/test/43.tif,1.0,4049.5673828125
/home/aistudio/datasets/3D/train/36.tif,/home/aistudio/datasets/3D/test/44.tif,1.0,2416.353515625
/home/aistudio/datasets/3D/train/36.tif,/home/aistudio/datasets/3D/test/41.tif,1.0,1423.0950927734375
/home/aistudio/datasets/3D/train/36.tif,/home/aistudio/datasets/3D/test/50.tif,1.0,2872.06640625
/home/aistudio/datasets/3D/train/36.tif,/home/aistudio/datasets/3D/test/47.tif,1.0,1161.7733154296875
/home/aistudio/datasets/3D/train/3.tif,/home/aistudio/datasets/3D/test/49.tif,1.0,1109.916748046875
/home/aistudio/datasets/3D/train/3.tif,/home/aistudio/datasets/3D/test/48.tif,1.0,1744.6309814453125
/home/aistudio/datasets/3D/train/3.tif,/home/aistudio/datasets/3D/test/45.tif,1.0,1723.4361572265625
/home/aistudio/datasets/3D/train/3.tif,/home/aistudio/datasets/3D/test/42.tif,1.0,2698.767333984375
/home/aistudio/datasets/3D/train/3.tif,/home/aistudio/datasets/3D/test/46.tif,1.0,2639.772705078125
/home/aistudio/datasets/3D/train/3.tif,/home/aistudio/datasets/3D/test/43.tif,1.0,3805.39697265625
/home/aistudio/datasets/3D/train/3.tif,/home/aistudio/datasets/3D/test/44.tif,1.0,2526.100830078125
/home/aistudio/datasets/3D/train/3.tif,/home/aistudio/datasets/3D/test/41.tif,1.0,970.5264282226562
/home/aistudio/datasets/3D/train/3.tif,/home/aistudio/datasets/3D/test/50.tif,1.0,3040.2939453125
/home/aistudio/datasets/3D/train/3.tif,/home/aistudio/datasets/3D/test/47.tif,1.0,1524.480224609375
/home/aistudio/datasets/3D/train/19.tif,/home/aistudio/datasets/3D/test/49.tif,1.0,1920.8262939453125
/home/aistudio/datasets/3D/train/19.tif,/home/aistudio/datasets/3D/test/48.tif,1.0,2565.048828125
/home/aistudio/datasets/3D/train/19.tif,/home/aistudio/datasets/3D/test/45.tif,1.0,2421.734619140625
/home/aistudio/datasets/3D/train/19.tif,/home/aistudio/datasets/3D/test/42.tif,1.0,2550.182861328125
/home/aistudio/datasets/3D/train/19.tif,/home/aistudio/datasets/3D/test/46.tif,1.0,1316.353515625
/home/aistudio/datasets/3D/train/19.tif,/home/aistudio/datasets/3D/test/43.tif,1.0,2389.27490234375
/home/aistudio/datasets/3D/train/19.tif,/home/aistudio/datasets/3D/test/44.tif,1.0,1382.2564697265625
/home/aistudio/datasets/3D/train/19.tif,/home/aistudio/datasets/3D/test/41.tif,1.0,948.3624877929688
/home/aistudio/datasets/3D/train/19.tif,/home/aistudio/datasets/3D/test/50.tif,1.0,1832.1480712890625
/home/aistudio/datasets/3D/train/19.tif,/home/aistudio/datasets/3D/test/47.tif,1.0,1375.0543212890625
/home/aistudio/datasets/3D/train/1.tif,/home/aistudio/datasets/3D/test/49.tif,1.0,3303.731689453125
/home/aistudio/datasets/3D/train/1.tif,/home/aistudio/datasets/3D/test/48.tif,1.0,3784.77490234375
/home/aistudio/datasets/3D/train/1.tif,/home/aistudio/datasets/3D/test/45.tif,1.0,3555.28271484375
/home/aistudio/datasets/3D/train/1.tif,/home/aistudio/datasets/3D/test/42.tif,1.0,2738.1298828125
/home/aistudio/datasets/3D/train/1.tif,/home/aistudio/datasets/3D/test/46.tif,1.0,681.1051635742188
/home/aistudio/datasets/3D/train/1.tif,/home/aistudio/datasets/3D/test/43.tif,1.0,732.8051147460938
/home/aistudio/datasets/3D/train/1.tif,/home/aistudio/datasets/3D/test/44.tif,1.0,966.2346801757812
/home/aistudio/datasets/3D/train/1.tif,/home/aistudio/datasets/3D/test/41.tif,1.0,2446.01220703125
/home/aistudio/datasets/3D/train/1.tif,/home/aistudio/datasets/3D/test/50.tif,1.0,612.6190185546875
/home/aistudio/datasets/3D/train/1.tif,/home/aistudio/datasets/3D/test/47.tif,1.0,2336.347900390625
/home/aistudio/datasets/3D/train/5.tif,/home/aistudio/datasets/3D/test/49.tif,1.0,3712.681396484375
/home/aistudio/datasets/3D/train/5.tif,/home/aistudio/datasets/3D/test/48.tif,1.0,4168.6962890625
/home/aistudio/datasets/3D/train/5.tif,/home/aistudio/datasets/3D/test/45.tif,1.0,3924.125
/home/aistudio/datasets/3D/train/5.tif,/home/aistudio/datasets/3D/test/42.tif,1.0,2951.6435546875
/home/aistudio/datasets/3D/train/5.tif,/home/aistudio/datasets/3D/test/46.tif,1.0,1145.793212890625
/home/aistudio/datasets/3D/train/5.tif,/home/aistudio/datasets/3D/test/43.tif,1.0,660.063232421875
/home/aistudio/datasets/3D/train/5.tif,/home/aistudio/datasets/3D/test/44.tif,1.0,1364.7012939453125
/home/aistudio/datasets/3D/train/5.tif,/home/aistudio/datasets/3D/test/41.tif,1.0,2900.794677734375
/home/aistudio/datasets/3D/train/5.tif,/home/aistudio/datasets/3D/test/50.tif,1.0,867.9114379882812
/home/aistudio/datasets/3D/train/5.tif,/home/aistudio/datasets/3D/test/47.tif,1.0,2721.613525390625
/home/aistudio/datasets/3D/train/31.tif,/home/aistudio/datasets/3D/test/49.tif,1.0,4215.3916015625
/home/aistudio/datasets/3D/train/31.tif,/home/aistudio/datasets/3D/test/48.tif,1.0,4686.4501953125
/home/aistudio/datasets/3D/train/31.tif,/home/aistudio/datasets/3D/test/45.tif,1.0,4435.3740234375
/home/aistudio/datasets/3D/train/31.tif,/home/aistudio/datasets/3D/test/42.tif,1.0,3416.632080078125
/home/aistudio/datasets/3D/train/31.tif,/home/aistudio/datasets/3D/test/46.tif,1.0,1625.6634521484375
/home/aistudio/datasets/3D/train/31.tif,/home/aistudio/datasets/3D/test/43.tif,1.0,700.8202514648438
/home/aistudio/datasets/3D/train/31.tif,/home/aistudio/datasets/3D/test/44.tif,1.0,1888.1890869140625
/home/aistudio/datasets/3D/train/31.tif,/home/aistudio/datasets/3D/test/41.tif,1.0,3401.941650390625
/home/aistudio/datasets/3D/train/31.tif,/home/aistudio/datasets/3D/test/50.tif,1.0,1376.2972412109375
/home/aistudio/datasets/3D/train/31.tif,/home/aistudio/datasets/3D/test/47.tif,1.0,3220.511962890625
/home/aistudio/datasets/3D/train/22.tif,/home/aistudio/datasets/3D/test/49.tif,1.0,976.3873901367188
/home/aistudio/datasets/3D/train/22.tif,/home/aistudio/datasets/3D/test/48.tif,1.0,354.0718078613281
/home/aistudio/datasets/3D/train/22.tif,/home/aistudio/datasets/3D/test/45.tif,1.0,365.5745544433594
/home/aistudio/datasets/3D/train/22.tif,/home/aistudio/datasets/3D/test/42.tif,1.0,1714.8812255859375
/home/aistudio/datasets/3D/train/22.tif,/home/aistudio/datasets/3D/test/46.tif,1.0,3342.908203125
/home/aistudio/datasets/3D/train/22.tif,/home/aistudio/datasets/3D/test/43.tif,1.0,4579.31689453125
/home/aistudio/datasets/3D/train/22.tif,/home/aistudio/datasets/3D/test/44.tif,1.0,2947.572021484375
/home/aistudio/datasets/3D/train/22.tif,/home/aistudio/datasets/3D/test/41.tif,1.0,1841.7117919921875
/home/aistudio/datasets/3D/train/22.tif,/home/aistudio/datasets/3D/test/50.tif,1.0,3406.25048828125
/home/aistudio/datasets/3D/train/22.tif,/home/aistudio/datasets/3D/test/47.tif,1.0,1667.7078857421875
/home/aistudio/datasets/3D/train/21.tif,/home/aistudio/datasets/3D/test/49.tif,1.0,3288.881103515625
/home/aistudio/datasets/3D/train/21.tif,/home/aistudio/datasets/3D/test/48.tif,1.0,3817.42626953125
/home/aistudio/datasets/3D/train/21.tif,/home/aistudio/datasets/3D/test/45.tif,1.0,3557.405517578125
/home/aistudio/datasets/3D/train/21.tif,/home/aistudio/datasets/3D/test/42.tif,1.0,2667.72900390625
