path_sample1,path_sample2,label,distance,loss
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s1\\1-1.jpg',0.0,1.1313706636428833e-05,1.2799995785517382e-10
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s1\\1-2.jpg',0.0,1.1313706636428833e-05,1.2799995785517382e-10
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s1\\1-3.jpg',0.0,1.1313706636428833e-05,1.2799995785517382e-10
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s1\\1-4.jpg',0.0,1.1313706636428833e-05,1.2799995785517382e-10
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s1\\1-5.jpg',0.0,1.1313706636428833e-05,1.2799995785517382e-10
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s1\\1.jpg',0.0,1.1313706636428833e-05,1.2799995785517382e-10
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s10\\10-0.jpg',1.0,3.9388859272003174,0.0
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s10\\10-1.jpg',1.0,3.9388859272003174,0.0
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s10\\10-2.jpg',1.0,3.9388859272003174,0.0
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s10\\10-3.jpg',1.0,3.9388859272003174,0.0
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s10\\10-4.jpg',1.0,3.9388859272003174,0.0
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s10\\10-5.jpg',1.0,3.9388859272003174,0.0
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s10\\10.jpg',1.0,3.9388859272003174,0.0
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s11\\11-0.jpg',1.0,6.430571556091309,0.0
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s11\\11-1.jpg',1.0,6.430571556091309,0.0
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s11\\11-2.jpg',1.0,6.430571556091309,0.0
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s11\\11-3.jpg',1.0,6.430571556091309,0.0
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s11\\11-4.jpg',1.0,6.430571556091309,0.0
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s11\\11-5.jpg',1.0,6.430571556091309,0.0
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s11\\11.jpg',1.0,6.430571556091309,0.0
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s12\\12-0.jpg',1.0,3.4007253646850586,0.0
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s12\\12-1.jpg',1.0,3.4007253646850586,0.0
'./data2D/training\\s1\\1-0.jpg','./data2D/training\\s12\\12-2.jpg',1.0,3.4007253646850586,0.0
